Path,Sample,ReferenceGenome,ProviderName,Subject,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,A:376-Scr-crNo-5_t11,Pacnes_C1,N721S517,A,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,L:359-Scr-Lc-4_t11,Pacnes_C1,N720S524,L,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,L:363-Scr-trBa-2_t11,Pacnes_C1,N720S523,L,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,L:361-Scr-clNo-4_t11,Pacnes_C1,N720S522,L,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,L:362-Scr-Ch-2_t11,Pacnes_C1,N720S521,L,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,L:358-Scr-Rc-4_t11,Pacnes_C1,N720S520,L,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,I:338-Scr-crNo-1_t11,Pacnes_C1,N713S522,I,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,O:386-Scr-Ch-4_t11,Pacnes_C1,N720S519,O,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,L:360-Scr-crNo-4_t11,Pacnes_C1,N720S518,L,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,L:359-Scr-Lc-3_t11,Pacnes_C1,N719S524,L,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,L:363-Scr-trBa-1_t11,Pacnes_C1,N719S523,L,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,L:361-Scr-clNo-3_t11,Pacnes_C1,N719S522,L,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,L:362-Scr-Ch-1_t11,Pacnes_C1,N719S521,L,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,L:358-Scr-Rc-3_t11,Pacnes_C1,N719S520,L,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,O:386-Scr-Ch-3_t11,Pacnes_C1,N719S519,O,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,L:360-Scr-crNo-3_t11,Pacnes_C1,N719S518,L,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,A:378-Scr-Ch-1_t11,Pacnes_C1,N713S521,A,
/scratch/mit_lieberman/raw_data/2018/Pacnes_biogeo/2016_08_Pool1_HHW2FBGXY/,L:359-Scr-Lc-1_t11,Pacnes_C1,N717S524,L,
